[0]19.547643,-99.014288,2257.200000
[1]19.547639,-99.014275,2256.700000
[2]19.547638,-99.014269,2256.400000
[3]19.547639,-99.014254,2255.900000
[4]19.547630,-99.014249,2255.900000
[5]19.547635,-99.014237,2256.000000
[6]19.547637,-99.014230,2256.100000
[7]19.547645,-99.014229,2256.400000
[8]19.547653,-99.014236,2256.200000
[9]19.547652,-99.014247,2256.000000
[10]19.547669,-99.014256,2255.700000
[11]19.547678,-99.014264,2255.500000
[12]19.547682,-99.014280,2255.600000
[13]19.547692,-99.014283,2255.800000
[14]19.547698,-99.014279,2255.600000
[15]19.547708,-99.014275,2255.800000
[16]19.547702,-99.014252,2255.700000
[17]19.547716,-99.014247,2255.700000
[18]19.547716,-99.014251,2255.700000
[19]19.547722,-99.014251,2255.900000
[20]19.547719,-99.014246,2256.100000
[21]19.547723,-99.014240,2256.200000
[22]19.547727,-99.014228,2256.700000
[23]19.547734,-99.014224,2256.600000
[24]19.547727,-99.014210,2256.700000
[25]19.547724,-99.014205,2256.500000
[26]19.547720,-99.014198,2256.500000
[27]19.547721,-99.014210,2256.600000
[28]19.547717,-99.014207,2256.600000
[29]19.547715,-99.014217,2256.500000
[30]19.547715,-99.014220,2256.600000
[31]19.547715,-99.014224,2256.400000
[32]19.547712,-99.014212,2256.200000
[33]19.547707,-99.014209,2255.800000
[34]19.547704,-99.014209,2255.500000
[35]19.547701,-99.014209,2255.300000
[36]19.547703,-99.014211,2255.200000
[37]19.547703,-99.014216,2255.200000
[38]19.547692,-99.014204,2255.200000
[39]19.547688,-99.014201,2255.000000
[40]19.547687,-99.014201,2255.000000
[41]19.547678,-99.014203,2254.800000
[42]19.547675,-99.014199,2254.700000
[43]19.547676,-99.014204,2254.500000
[44]19.547666,-99.014204,2254.300000
[45]19.547666,-99.014208,2254.100000
[46]19.547665,-99.014207,2253.700000
[47]19.547661,-99.014209,2253.300000
[48]19.547659,-99.014203,2253.000000
[49]19.547650,-99.014195,2252.700000
[50]19.547645,-99.014178,2252.400000
